id,dialect_region,token,gloss_ar,source,filename,source_url,pos
101,Latakian,عنجد,جدياً,voice_file,voice_record_18.mpeg,,ADJ
102,Latakian,هاي,هذه,voice_file,voice_record_19.mpeg,,DET
103,Latakian,أطيب,ألذ,voice_file,voice_record_19.mpeg,,VERB
104,Latakian,متة,مشروب المتة,voice_file,voice_record_19.mpeg,,NOUN
105,Latakian,بالضيعة,ضيعة,voice_file,voice_record_19.mpeg,,NOUN
106,Latakian,ختيار النحس,عجوز كبير في العمر,voice_file,voice_record_19.mpeg,,NOUN
107,Latakian,أتلاني الجوع,جائعة جداً,voice_file,voice_record_19.mpeg,,ADJ
108,Latakian,أبقى في نفس,ليس لدي شغف,voice_file,voice_record_20.mpeg,,ADP
109,Latakian,سقالي,سماجة,voice_file,voice_record_20.mpeg,,X
110,Latakian,فتحي مخيك,فكري جيداً,voice_file,voice_record_19.mpeg,,ADJ
111,Latakian,جدبي,شخص غبي,voice_file,voice_record_19.mpeg,,ADJ
112,Latakian,بدك فت خبز,مبتدأ (ليس لديه خبرة),voice_file,voice_record_20.mpeg,,NOUN
113,Latakian,السلك,الشرطة,voice_file,voice_record_20.mpeg,,NOUN
114,Latakian,لا من تمك ولا من كمك,لم ينطق بحرف,voice_file,voice_record_16.mpeg,,PART
115,Latakian,لا من كوعك ولا من بوعك,لم ينطق بحرف,voice_file,voice_record_16.mpeg,,PART
116,Latakian,جوزة الحلق,الحنجرة,voice_file,voice_record_16.mpeg,,NOUN
117,Latakian,أرصوبة,الحنجرة,voice_file,voice_record_16.mpeg,,NOUN
118,Latakian,يأرط جوزتك,يقتلك,voice_file,voice_record_16.mpeg,,VERB
119,Latakian,كربة,مصيبة,voice_file,voice_record_16.mpeg,,NOUN
120,Latakian,ييطيرهني,يقيله من منصبه,voice_file,voice_record_16.mpeg,,PRON
121,Latakian,بزماناتو,في الماضي,voice_file,voice_record_18.mpeg,,ADP
122,Latakian,خلق,ناس,voice_file,voice_record_18.mpeg,,X
123,Latakian,بالع خلق,أغرق عالم,voice_file,voice_record_18.mpeg,,X
124,Latakian,مستحي,خجول,voice_file,voice_record_18.mpeg,,ADJ
125,Latakian,العمى في عيونك,تباً لك,voice_file,voice_record_18.mpeg,,X
126,Latakian,زتـّا,ارميها,website,,http://www.akhawia.net/showthread.php?t=116676,X
127,Latakian,اشْلفا,ارميها,website,,http://www.akhawia.net/showthread.php?t=116676,X
128,Latakian,ازْركو,حاصره,website,,http://www.akhawia.net/showthread.php?t=116676,X
129,Latakian,احْشكو,حاصره,website,,http://www.akhawia.net/showthread.php?t=116676,X
130,Latakian,خـَيسو,خربه,website,,http://www.akhawia.net/showthread.php?t=116676,X
131,Latakian,لمّط,إجمع,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
132,Latakian,قـبّوع,كيس ,website,,http://www.akhawia.net/showthread.php?t=116676,X
133,Latakian,مسكليتة,دراجة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
134,Latakian,جاكيّة,سترة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
135,Latakian,باكيّة,حزمة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
136,Latakian,خفّافة,حذاء رياضة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
137,Latakian,السيبا,السلـّم,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
138,Latakian,كتّ,املئ,website,,http://www.akhawia.net/showthread.php?t=116676,X
139,Latakian,عبّي,املئ,website,,http://www.akhawia.net/showthread.php?t=116676,X
140,Latakian,إبّا,ارفعها,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
141,Latakian,جلموء,متملّق,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
142,Latakian,معلاء,حشري,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
143,Latakian,اشْكمو,اخذلوا,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
144,Latakian,بالورب,بجانب,website,,http://www.akhawia.net/showthread.php?t=116676,X
145,Latakian,بالمايل,بجانب,website,,http://www.akhawia.net/showthread.php?t=116676,X
146,Latakian,شْـفاتير,شفاه,website,,http://www.akhawia.net/showthread.php?t=116676,X
147,Latakian,كلاكيش,اغراض,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
148,Latakian,مأنتن,متسخ,website,,http://www.akhawia.net/showthread.php?t=116676,X
149,Latakian,صفدعة,ضفدع,website,,http://www.akhawia.net/showthread.php?t=116676,X
150,Latakian,ملنـّص,محظوط,website,,http://www.akhawia.net/showthread.php?t=116676,X
151,Latakian,مكن,قوي,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
152,Latakian,دَرْبَكو,اوقعه ارضا,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
153,Latakian,دَعْتـَرو,اوقعه ارضا,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
154,Latakian,مْأنشِح,متسخ,website,,http://www.akhawia.net/showthread.php?t=116676,X
155,Latakian,ألشين,جرابات,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
156,Latakian,ألْشِت,إنزلق,website,,http://www.akhawia.net/showthread.php?t=116676,X
157,Latakian,لـْبيسة,ثباب داخلية,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
158,Latakian,زْلاعيم,لوزات,website,,http://www.akhawia.net/showthread.php?t=116676,X
159,Latakian,خروء,ضعيف,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
160,Latakian,اكْعَرو,اطرده,website,,http://www.akhawia.net/showthread.php?t=116676,X
161,Latakian,اصْغـَرو,اطرده,website,,http://www.akhawia.net/showthread.php?t=116676,X
162,Latakian,زَمَأ,مر,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
163,Latakian,بَحَت,مات,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
164,Latakian,طـَشّة,أهبل,website,,http://www.akhawia.net/showthread.php?t=116676,X
165,Latakian,إيش ياه,ماذا يحدث,website,,http://www.akhawia.net/showthread.php?t=116676,DET
166,Latakian,شو ياه,ماذا يحدث,website,,http://www.akhawia.net/showthread.php?t=116676,DET
167,Latakian,مَجـَـنة,مكينة,website,,http://www.akhawia.net/showthread.php?t=116676,X
168,Latakian,مشْنِص,محظوظ,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
169,Latakian,دشّـو,تركو,website,,http://www.akhawia.net/showthread.php?t=116676,X
170,Latakian,أهتر,أهبل,website,,http://www.akhawia.net/showthread.php?t=116676,X
171,Latakian,جيعان,جوعان,website,,http://www.akhawia.net/showthread.php?t=116676,X
172,Latakian,هبّور,شرشوح,website,,http://www.akhawia.net/showthread.php?t=116676,X
173,Latakian,تليانة,ممتلئ,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
174,Latakian,بتـّو,ابنته,website,,http://www.akhawia.net/showthread.php?t=116676,X
175,Latakian,أخوّي,أخي,website,,http://www.akhawia.net/showthread.php?t=116676,X
176,Latakian,زاوة,زاوية,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
177,Latakian,هردبشت,شخص أحمق,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
178,Latakian,هبور,شخص أحمق,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
179,Latakian,يا بو,للمناداة,website,,http://www.akhawia.net/showthread.php?t=116676,X
180,Latakian,مَـش,لا شيء,website,,http://www.akhawia.net/showthread.php?t=116676,PART
181,Latakian,إتـّة,أنت,website,,http://www.akhawia.net/showthread.php?t=116676,PRON
182,Latakian,فـَهْنه,يوجد,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
183,Latakian,آي,نعم,website,,http://www.akhawia.net/showthread.php?t=116676,PART
184,Latakian,بربيش,خرطوم,website,,http://www.akhawia.net/showthread.php?t=116676,X
185,Latakian,فا,يوجد,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
186,Latakian,إسّا,لسّا,website,,http://www.akhawia.net/showthread.php?t=116676,X
187,Latakian,يحمّك,دعوة بالشر و الحمى,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
188,Latakian,فلوكا,مركب الصيد المتوسط الطول,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
189,Latakian,لنش,مركب الصيد الطويل و الكبير,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
190,Latakian,بَبّور,سفينة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
191,Latakian,ما عن طـَيبي,عن غير قصد,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
192,Latakian,زيح,ابتعد,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
193,Latakian,خمخوم,حشري,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
194,Latakian,شو دحشك,ليس لك علاقة بالموضوع,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
195,Latakian,فط,قفز,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
196,Latakian,كـَحَشو,طردو,website,,http://www.akhawia.net/showthread.php?t=116676,X
197,Latakian,دَرمِل,انقلع من هنا,website,,http://www.akhawia.net/showthread.php?t=116676,ADP
198,Latakian,احليء,انقلع من هنا,website,,http://www.akhawia.net/showthread.php?t=116676,ADP
199,Latakian,علئة,مشكلة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
200,Latakian,يو عين,يا عين,website,,http://www.akhawia.net/showthread.php?t=116676,PART
201,Latakian,أرؤوعة,بالية,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
202,Latakian,مهرهرة,بالية,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
203,Latakian,سيبو,اتركه,website,,http://www.akhawia.net/showthread.php?t=116676,X
204,Latakian,طيك العوفة,يعطيك العافية,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
205,Latakian,بسّة,قطة,website,,http://www.akhawia.net/showthread.php?t=116676,X
206,Latakian,مريّة,مراّة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
207,Latakian,اكْعَر,طَرَد,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
208,Latakian,اصْغـَر,طَرَد,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
209,Latakian,معتـّر,مسكين,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
210,Latakian,بتـّ,بنت,website,,http://www.akhawia.net/showthread.php?t=116676,X
211,Latakian,لألوء,عديم القيمة,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
212,Latakian,لزّ,إقترب,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
213,Latakian,حربوْء,ذكي,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
214,Latakian,فوِّج,انقلع,website,,http://www.akhawia.net/showthread.php?t=116676,X
215,Latakian,مسأسئ,مشبع بالسوائل,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
216,Latakian,حبْكت,وصلت للذروة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
217,Latakian,شكودري,حجش,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
218,Latakian,ولا خَي,يا أخي,website,,http://www.akhawia.net/showthread.php?t=116676,PART
219,Latakian,عيِّن,انظر,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
220,Latakian,غريم,كريم وجه,website,,http://www.akhawia.net/showthread.php?t=116676,X
221,Latakian,تتشيّع,تمني الموت للشخص,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
222,Latakian,اعْركا,تكلم معه,website,,http://www.akhawia.net/showthread.php?t=116676,VERB
223,Latakian,إيّاعااا,للتعجب الكثير,website,,http://www.akhawia.net/showthread.php?t=116676,ADP
224,Latakian,إيّا عزّةة,للتعجب الكثير,website,,http://www.akhawia.net/showthread.php?t=116676,ADP
225,Latakian,شَحّاري,للتعجب الكثير,website,,http://www.akhawia.net/showthread.php?t=116676,ADP
226,Latakian,عكّيد,شجاع,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
227,Latakian,سأرأ,علبة معدنية,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
228,Latakian,زنزوءة,مرجوحة,website,,http://www.akhawia.net/showthread.php?t=116676,ADJ
229,Latakian,برغاليا,بلغاريا,website,,http://www.akhawia.net/showthread.php?t=116676,X
230,Latakian,شنتيانة,سكين,website,,http://www.akhawia.net/showthread.php?t=116676,X
231,Latakian,للعلئة,مشكلة,website,,http://www.akhawia.net/showthread.php?t=116676,NOUN
232,Latakian,بلعِط,تحرك بسرعة,website,,http://www.akhawia.net/showthread.php?t=116676,X
233,Latakian,لوص,تحرك بسرعة,website,,http://www.akhawia.net/showthread.php?t=116676,X
234,Latakian,يعطيك العوفة,يعطيك العافية,Questionnaire,,,VERB
235,Latakian,لأ ولو,للإندهاش الشديد,Questionnaire,,,ADP
236,Latakian,كيفا,كيفك,Questionnaire,,,X
237,Latakian,بحيي,بحر,Questionnaire,,,NOUN
238,Latakian,فدان,الثور,Questionnaire,,,NOUN
239,Latakian,الكريك,اليونان,Questionnaire,,,NOUN
240,Latakian,الشين,جراب,Questionnaire,,,NOUN
241,Latakian,استحكهنه,تأكد منه,Questionnaire,,,ADP
242,Latakian,كوهين,شخص الشديد المكر,Questionnaire,,,ADJ
243,Latakian,ضبتّك,رايتك بينما كنت تحاول الاختباء مني,Questionnaire,,,VERB
244,Latakian,كشة,مجموعة حمام,Questionnaire,,,NOUN
245,Latakian,خسا وعشين,خمسة وعشرين,Questionnaire,,,NUM
246,Latakian,خسين,خمسين,Questionnaire,,,NUM
247,Latakian,شو خبر,ماذا حدث؟؟,Questionnaire,,,PUNCT
248,Latakian,على بنى,على اساس,Questionnaire,,,ADP
249,Latakian,وازكان,واذا,Questionnaire,,,CCONJ
250,Latakian,عبكرة الصبح,الصباح الباكر,Questionnaire,,,ADJ
251,Latakian,امسيهنه,البارحة,Questionnaire,,,NOUN
252,Latakian,اليومه,اليوم,Questionnaire,,,NOUN
253,Latakian,القصة,الحبيبة,Questionnaire,,,ADJ
254,Latakian,كركمة,عجوز,Questionnaire,,,NOUN
255,Latakian,أبّع ركيد,أسرع بالركض,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,X
256,Latakian,آبول,موافق,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,ADJ
257,Latakian,اتلسّع,اتناول الطعام,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,X
258,Latakian,أتوسة,قليلا,website,,https://ya-shabab.yoo7.com/t57-topic,ADJ
259,Latakian,أدّوم,مطرقة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,NOUN
260,Latakian,استحكيه,تكلم معه,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,VERB
261,Latakian,ألاشين,جوارب,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,X
262,Latakian,انئلع,أغرب عن وجهي,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,ADP
263,Latakian,انعفطوا,  ألقي القبض عليهم,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,VERB
264,Latakian,آي آي,نعم نعم,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,PART
265,Latakian,اينجنور,مهندس,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9,NOUN
